,Date,Entreprises,NUMBER_EMPLOYEES_CSR,AUDIT_COMMITTEE_MEETINGS,SAY_PAY_SUPPORT_LEVEL,TOT_OTHER_COMP_AW_TO_CEO_&_EQUIV,TOTAL_EXEC_PAY_AS_PCT_OPEX,TOT_SALARIES_PAID_TO_CEO_&_EQUIV,TOT_SALARIES_&_BNS_PD_TO_EXECS,TOT_N_EQTY_INCENT_GIVEN_TO_EXECS,SAY_PAY_NUMBER_OF_VOTES_FOR,TOT_EXEC_PAY_AS_PCT_SG&A_NET_R&D,TOT_OPTION_AWARDS_GIVEN_TO_EXECS,TOT_EXEC_PAY_AS_PCT_TOT_PSNL_EXP,TOT_N_EQT_INCENT_GVN_TO_CEO_&_EQ,PCT_BOD_COMP_PD_IN_STK_AWD,NUM_EXECUTIVE_CHANGES,AVERAGE_BOD_TOTAL_COMPENSATION,ESG_DISCLOSURE_SCORE,CFO_TENURE_AS_OF_FY_END,CHG_OF_CTRL_BFIT_GOLD_CHUTE_AGR,CLAWBACK_PROVISION_FOR_EXEC_COMP,GENDER_PAY_GAP_BREAKOUT,BLANK_CHECK_PREFERRED_AUTHORIZED,Unnamed: 24
261,2011-12-31,PHIA NA Equity,121888.0,5.0,,145388.0,,1100000.0,4455495.0,0.0,,,1839376.0,,0.0,0.0,7.0,88250.0,64.876,0.8333,0.0,1.0,,1.0,
262,2012-12-31,PHIA NA Equity,118087.0,5.0,,47154.0,0.1089,1100000.0,5070993.0,0.0,,0.1383,346285.0,0.1403,0.0,0.0,1.0,88833.3333,64.4628,1.8333,0.0,1.0,,1.0,
263,2013-12-31,PHIA NA Equity,116681.0,4.0,,75906.0,0.1909,1100000.0,4515978.0,0.0,,0.2442,1121522.0,0.2497,0.0,0.0,3.0,93375.0,50.8264,2.8333,0.0,1.0,,1.0,
264,2014-12-31,PHIA NA Equity,113678.0,4.0,,86554.0,0.083,1137500.0,2389030.0,0.0,,0.1051,170258.0,0.1063,0.0,0.0,0.0,90740.8889,53.71899999999999,2.8333,1.0,1.0,0.0,1.0,
265,2015-12-31,PHIA NA Equity,112959.0,5.0,,78035.0,0.1,1168750.0,2993282.0,0.0,,0.1308,29758.0,0.1179,0.0,0.0,0.0,122875.0,54.5455,2.8333,1.0,1.0,0.0,1.0,
266,2016-12-31,PHIA NA Equity,114731.0,6.0,,126703.0,0.1518,1197500.0,5064044.0,0.0,,0.2044,29758.0,0.186,0.0,0.0,1.0,135904.8571,53.71899999999999,1.0833,1.0,1.0,0.0,1.0,
267,2017-12-31,PHIA NA Equity,73951.0,5.0,,84053.0,0.1259,1205000.0,3876893.0,0.0,,0.1699,29758.0,0.1474,0.0,0.0,0.0,135785.7143,57.0248,2.0833,1.0,1.0,0.0,1.0,
268,2018-12-31,PHIA NA Equity,77400.0,5.0,,39042.0,0.168,1205000.0,5668897.0,923214.0,,0.2252,29758.0,0.1996,537181.0,0.0,0.0,120930.5556,59.0909,3.0833,1.0,1.0,0.0,1.0,
269,2019-12-31,PHIA NA Equity,80495.0,5.0,,52713.0,0.1473,1295000.0,5541283.0,960076.0,,0.1978,29758.0,0.1725,559052.0,0.0,0.0,150761.8571,58.6777,4.0833,1.0,1.0,0.0,1.0,
270,2005-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
271,2006-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
272,2007-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
273,2008-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
274,2009-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
275,2010-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
276,2011-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
277,2012-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
278,2013-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
279,2014-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
280,2015-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
281,2016-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
282,2017-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,7.8512,,0.0,0.0,,,
283,2018-12-31,LIN GR Equity,80820.0,1.0,91.587,41643858.583,,1170565.643,10907131.087,7917402.619,376.289,,6525324.006,,3078080.432,,4.0,,55.7851,,1.0,1.0,,1.0,
284,2019-12-31,LIN GR Equity,79886.0,9.0,90.37799999999999,320166.054,,1358701.179,10029465.569,6746081.927999999,372.815,,7781397.266,,3329158.405,40.056,1.0,330051.851,57.8512,,1.0,1.0,1.0,1.0,
285,2005-12-31,DAI GR Equity,,,,,,,,,,,,,,,,,,,,,,,
286,2006-12-31,DAI GR Equity,360385.0,8.0,,,,,,,,,,,,,,,51.2397,,,,,0.0,
287,2007-12-31,DAI GR Equity,272382.0,8.0,,,0.204,1500000.0,19017000.0,,,0.251,,0.169,,,5.0,103653.25,57.0248,3.083,,,,0.0,
288,2008-12-31,DAI GR Equity,273216.0,6.0,,,0.14,1530000.0,6317890.0,,,0.174,,0.144,,,1.0,127726.381,61.9835,4.083,,,,0.0,
289,2009-12-31,DAI GR Equity,256407.0,7.0,,,0.099,1530000.0,5282000.0,,,0.14,,0.101,,,2.0,123738.19,65.2893,5.083,,,,0.0,
290,2010-12-31,DAI GR Equity,260100.0,7.0,,,0.201,1530000.0,17831000.0,,,0.285,,0.201,,,1.0,127341.571,67.3554,6.082999999999999,,,,0.0,
291,2011-12-31,DAI GR Equity,271370.0,7.0,,,0.214,2008000.0,19282000.0,,,0.31,,0.224,,,1.0,141199.714,72.314,7.082999999999999,0.0,0.0,,0.0,
292,2012-12-31,DAI GR Equity,275087.0,6.0,,,0.185,2008000.0,15834000.0,,,0.264,,0.195,,,1.0,141562.571,66.5289,8.083,0.0,0.0,,0.0,
293,2013-12-31,DAI GR Equity,274616.0,6.0,,,0.213,2008000.0,13882000.0,,,0.301,,0.214,,,2.0,119093.36,66.5289,9.083,0.0,0.0,,0.0,
294,2014-12-31,DAI GR Equity,279972.0,6.0,,,0.184,2008000.0,13412000.0,,,0.255,,0.193,,,2.0,148454.792,63.2231,10.083,0.0,0.0,0.0,0.0,
295,2015-12-31,DAI GR Equity,284015.0,6.0,,148000.0,0.173,2008000.0,11500000.0,,,0.253,,0.172,,,1.0,167547.19,58.6777,11.083,0.0,0.0,0.0,0.0,
296,2016-12-31,DAI GR Equity,282488.0,6.0,,618000.0,0.153,2008000.0,15335000.0,,,0.233,,0.161,,,2.0,168007.952,58.6777,12.083,0.0,0.0,0.0,0.0,
297,2017-12-31,DAI GR Equity,290000.0,6.0,,167000.0,0.14,2008000.0,15566000.0,,,0.222,,0.15,,0.0,4.0,200399.896,57.8512,13.083,0.0,0.0,0.0,0.0,
298,2018-12-31,DAI GR Equity,298000.0,6.0,97.868,195000.0,0.142,2048000.0,16012000.0,,549.9540000000001,0.222,,0.159,,0.0,0.0,183520.957,57.8512,14.083,0.0,0.0,0.0,0.0,
299,2019-12-31,DAI GR Equity,298655.0,6.0,97.868,155000.0,0.129,2144000.0,15659000.0,,549.9540000000001,0.197,,0.158,,0.0,5.0,232100.8,57.8512,0.667,0.0,0.0,0.0,0.0,
300,2005-12-31,INGA NA Equity,,,,,,,,,,,,,,,,,,,,,,,
301,2006-12-31,INGA NA Equity,119801.0,,,,,,,,,,,,,,,,,,,,,,
302,2007-12-31,INGA NA Equity,124634.0,,,,0.031,1923000.0,14527000.0,,,,,0.2411,,,2.0,51769.2308,,1.9167,,,,,
303,2008-12-31,INGA NA Equity,124661.0,5.0,,,0.014,2018000.0,6173000.0,,,,,0.1036,,,0.0,65733.3333,49.1228,2.9167,,,,,
304,2009-12-31,INGA NA Equity,107173.0,7.0,,,0.0273,1572000.0,3926000.0,,,,,0.0571,,,6.0,66352.9412,51.7544,0.75,,,,,
305,2010-12-31,INGA NA Equity,107106.0,5.0,,,0.0273,1353000.0,3821000.0,,,,,0.0571,,,0.0,72142.8571,56.1404,1.75,,,,,
306,2011-12-31,INGA NA Equity,104419.0,5.0,,,0.0273,1353000.0,2666000.0,,,,,0.0571,,,1.0,68916.6667,57.8947,2.75,0.0,1.0,,,
307,2012-12-31,INGA NA Equity,84718.0,5.0,,,0.0273,1353000.0,2572000.0,,,,,0.0571,,,1.0,67166.6667,49.1228,3.75,0.0,1.0,,,
308,2013-12-31,INGA NA Equity,55194.0,5.0,,29000.0,0.0463,1809000.0,3309000.0,,,,,0.0831,,,2.0,61533.3333,53.0702,4.75,0.0,1.0,,,
309,2014-12-31,INGA NA Equity,55192.0,5.0,98.82700000000001,45000.0,0.0472,1270000.0,2814000.0,,3805.24,,,0.0837,,,0.0,86571.4286,51.7544,5.75,0.0,1.0,,,
310,2015-12-31,INGA NA Equity,54873.0,5.0,99.53,473000.0,0.0706,1630000.0,4625000.0,,3845.66,,,0.1323,,,0.0,93857.1429,53.0702,6.75,0.0,1.0,0.0,,
311,2016-12-31,INGA NA Equity,54737.0,6.0,99.53,553000.0,0.0649,1663000.0,4821000.0,,3845.66,,,0.1367,,,0.0,120875.0,54.386,7.75,0.0,1.0,0.0,,
312,2017-12-31,INGA NA Equity,54302.0,5.0,99.53,624000.0,0.0767,1713000.0,4964000.0,,3845.66,,,0.145,,0.0,4.0,108375.0,55.7018,0.6667,0.0,1.0,0.0,,
313,2018-12-31,INGA NA Equity,54804.0,5.0,99.53,561000.0,0.0616,1750000.0,4157200.0,,3845.66,,,0.1215,,0.0,0.0,102555.5556,58.3333,1.6667,1.0,1.0,0.0,,
314,2019-12-31,INGA NA Equity,56196.0,5.0,93.425,561000.0,0.0474,1750000.0,3784700.0,,2143.97,,,0.0853,,0.0,1.0,119166.6667,57.0175,0.9167,1.0,1.0,0.0,,
315,2005-12-31,RI FP Equity,17602.0,6.0,,,,,,,,,,,,,,,46.6942,,0.0,0.0,,,
316,2006-12-31,RI FP Equity,17684.0,7.0,,,,,,,,,,,,,,,49.1736,,1.0,0.0,,,
317,2007-12-31,RI FP Equity,17625.0,6.0,,,0.2391,1055000.0,4144070.0,,,,,0.6839,,,0.0,207718.7273,50.8264,,1.0,0.0,,,
318,2008-12-31,RI FP Equity,18975.0,5.0,,,0.267,1100000.0,4213451.0,,,,,0.802,,,0.0,59604.0,50.8264,,1.0,0.0,,,
319,2009-12-31,RI FP Equity,18177.0,4.0,,,0.2302,1366139.0,4039590.0,,,,,0.7179,,,2.0,49446.4286,54.5455,,1.0,0.0,,,
320,2010-12-31,RI FP Equity,17926.0,4.0,,,0.1437,970000.0,2730279.0,,,,,0.4602,,,0.0,42528.0,56.6116,,0.0,0.0,0.0,,
321,2011-12-31,RI FP Equity,18308.0,4.0,,,0.1555,1000000.0,3071867.0,,,,,0.3944,,,0.0,56840.3333,57.8512,,0.0,0.0,0.0,,
322,2012-12-31,RI FP Equity,18608.0,4.0,,,0.1484,1035000.0,3542434.0,,,,,0.3849,,,0.0,58804.4615,57.8512,,0.0,0.0,0.0,,
323,2013-12-31,RI FP Equity,18596.0,4.0,,,0.1409,1100000.0,3420698.0,,,,,0.3646,,,2.0,54961.6154,58.6777,,0.0,0.0,0.0,,
324,2014-12-31,RI FP Equity,18421.0,4.0,,,0.1349,1127500.0,3210591.0,,,,,0.3539,,,0.0,64458.3333,59.5041,,0.0,0.0,0.0,,
325,2015-12-31,RI FP Equity,18237.0,5.0,,6873.0,0.1002,1532696.0,3337893.0,,,,,0.2917,,,2.0,56201.3333,57.438,,0.0,0.0,0.0,,
326,2016-12-31,RI FP Equity,18442.0,4.0,,3260.0,0.0621,950000.0,1833649.0,,,,,0.1553,,,0.0,64724.3846,62.8099,,0.0,0.0,1.0,,
327,2017-12-31,RI FP Equity,18914.0,4.0,,4110.0,0.0599,950000.0,1863900.0,,,,,0.1575,,0.0,0.0,63823.6923,64.0496,,0.0,0.0,1.0,,
328,2018-12-31,RI FP Equity,19140.0,4.0,,6355.0,0.0868,950000.0,2193075.0,0.0,,,0.0,0.1939,0.0,0.0,0.0,72708.3333,58.2645,,0.0,0.0,1.0,,
329,2019-12-31,RI FP Equity,18776.0,4.0,,7417.0,0.0903,1100000.0,2634155.0,0.0,,,0.0,0.216,0.0,0.0,0.0,75241.0,56.6116,,0.0,0.0,1.0,,
330,2005-12-31,SIE GR Equity,427000.0,,,,,,,,,,,,,,,,47.5207,,,,,,
331,2006-12-31,SIE GR Equity,398200.0,7.0,,,,,,,,,,,,,,,48.3471,,,,,,
332,2007-12-31,SIE GR Equity,427000.0,8.0,,6774.0,0.223,2199320.0,20682204.0,,,0.286,,0.154,,,5.0,142382.318,50.8264,1.417,,,,,
333,2008-12-31,SIE GR Equity,405000.0,6.0,,1300774.0,0.178,1980000.0,13850307.0,,,0.222,,0.132,,,11.0,135366.684,53.3058,2.417,,,,,
334,2009-12-31,SIE GR Equity,405100.0,6.0,,86470.0,0.146,1980000.0,15644392.0,,,0.195,,0.091,,,3.0,135976.19,50.4132,3.417,,,,,
335,2010-12-31,SIE GR Equity,360000.0,8.0,,77732.0,0.276,2175000.0,20797310.0,,,0.363,,0.186,,2.365,3.0,190898.5,52.4793,4.417,1.0,0.0,,,
336,2011-12-31,SIE GR Equity,370000.0,8.0,,29594.0,0.343,2000000.0,16491270.0,,,0.469,,0.215,,2.365,5.0,219166.65,51.2397,5.417000000000001,1.0,0.0,,,
337,2012-12-31,SIE GR Equity,367000.0,6.0,,30720.0,0.296,2000000.0,15394345.0,,,0.406,,0.186,,2.365,0.0,211772.476,52.8926,6.417000000000001,1.0,0.0,,,
338,2013-12-31,SIE GR Equity,357000.0,6.0,,30720.0,0.318,2780417.0,15259245.0,,,0.391,,0.193,,2.365,5.0,184205.292,52.0661,0.083,1.0,0.0,,,
339,2014-12-31,SIE GR Equity,348000.0,6.0,,95184.0,0.271,1845000.0,12349466.0,,,0.336,,0.162,,2.365,5.0,233326.909,51.2397,1.083,1.0,0.0,0.0,,
340,2015-12-31,SIE GR Equity,351000.0,6.0,,102000.0,0.198,1878000.0,15782000.0,,,0.273,,0.119,,2.365,3.0,243332.4,49.1736,2.083,1.0,0.0,0.0,,
341,2016-12-31,SIE GR Equity,372000.0,6.0,,102000.0,0.203,2034000.0,16476000.0,,,0.282,,0.121,,2.365,0.0,257545.25,51.6529,3.083,1.0,0.0,0.0,,
342,2017-12-31,SIE GR Equity,379000.0,6.0,,104000.0,0.243,2130000.0,18000000.0,,,0.341,,0.149,,2.365,4.0,258829.8,55.3719,4.083,1.0,1.0,0.0,,
343,2018-12-31,SIE GR Equity,385000.0,6.0,,115000.0,0.22,2162000.0,19444000.0,,,0.311,,0.138,,2.365,0.0,205987.231,56.6116,5.083,1.0,1.0,0.0,,
344,2019-12-31,SIE GR Equity,385000.0,6.0,,114000.0,0.216,2205000.0,19838000.0,,,0.305,,0.135,,2.365,2.0,245029.095,56.6116,6.082999999999999,1.0,1.0,0.0,,
345,2005-12-31,KNEBV FH Equity,,,,,,,,,,,,,,,,,,,,,,,
346,2006-12-31,KNEBV FH Equity,,,,,,,,,,,,,,,,,,,,,,,
347,2007-12-31,KNEBV FH Equity,32544.0,3.0,,,0.0499,749700.0,749700.0,,,0.0511,,,,,0.0,95214.2857,20.2479,,,,,,
348,2008-12-31,KNEBV FH Equity,34831.0,3.0,,,0.0537,754700.0,754700.0,,,0.0553,,,,,0.0,115166.6667,41.7355,,,,,,
349,2009-12-31,KNEBV FH Equity,33988.0,3.0,,,0.0501,755700.0,755700.0,,,0.0516,,0.0671,,,0.0,75550.0,43.8017,,,,,,
350,2010-12-31,KNEBV FH Equity,33755.0,3.0,,,0.0453,755700.0,755700.0,,,0.0468,,0.0612,,,0.0,137972.7273,46.6942,,,,,,
351,2011-12-31,KNEBV FH Equity,37542.0,3.0,,,0.0481,758200.0,758200.0,,,0.05,,0.0672,,,0.0,97312.5,47.9339,,0.0,0.0,,,
352,2012-12-31,KNEBV FH Equity,39851.0,3.0,,,0.0414,758700.0,758700.0,,,0.043,,0.052,,,0.0,88411.1111,50.4132,,0.0,0.0,,,
353,2013-12-31,KNEBV FH Equity,43298.0,3.0,,,0.0385,758700.0,758700.0,,,0.04,,0.0508,,,0.0,87400.0,53.71899999999999,,0.0,0.0,,,
354,2014-12-31,KNEBV FH Equity,47064.0,3.0,,,0.0102,771500.0,771500.0,,,0.0106,,0.0132,,,2.0,90988.8889,53.3058,5.6667,0.0,0.0,,,
355,2015-12-31,KNEBV FH Equity,49734.0,3.0,,,0.0265,750000.0,750000.0,,,0.0275,,0.034,,,0.0,93555.5556,52.0661,5.6667,0.0,0.0,,,
356,2016-12-31,KNEBV FH Equity,52152.0,3.0,,,0.0244,750000.0,750000.0,,,0.0254,,0.0315,,,0.0,107537.5,55.3719,5.6667,0.0,0.0,0.0,,
357,2017-12-31,KNEBV FH Equity,55075.0,3.0,,,0.1302,750000.0,750000.0,,,0.1363,,0.1689,,,0.0,111875.0,55.3719,5.6667,0.0,0.0,0.0,,
358,2018-12-31,KNEBV FH Equity,57359.0,3.0,,,0.0384,750000.0,1201500.0,,,0.0402,,0.1689,,,0.0,152262.5,54.1322,5.6667,0.0,0.0,0.0,,
359,2019-12-31,KNEBV FH Equity,59825.0,3.0,,,0.0208,750000.0,750000.0,,,0.0217,,0.1689,,,0.0,114262.5,56.1983,5.6667,0.0,0.0,0.0,,
360,2005-12-31,AI FP Equity,35900.0,,,,,,,,,,,,,,,,19.4215,,,,,,
361,2006-12-31,AI FP Equity,36900.0,3.0,,,,,,,,,,,,,,,43.3884,,,,,,
362,2007-12-31,AI FP Equity,40300.0,4.0,,,0.0645,1009000.0,4466000.0,,,,,0.3165,,,1.0,47200.0,46.6942,,,,,,
363,2008-12-31,AI FP Equity,43000.0,4.0,,,0.0574,1014000.0,4303000.0,,,0.0582,,0.2939,,,0.0,47333.3333,48.7603,,,,,,
364,2009-12-31,AI FP Equity,42300.0,4.0,,,0.0687,1024000.0,4942000.0,,,0.0698,,0.3156,,,1.0,50454.5455,45.8678,,,,,,
365,2010-12-31,AI FP Equity,43600.0,4.0,,,0.0395,1097000.0,3366000.0,,,0.0401,,0.1892,,,0.0,58181.8182,45.8678,,1.0,0.0,,,
366,2011-12-31,AI FP Equity,46200.0,4.0,,,0.0455,1060000.0,3990000.0,,,0.0465,,0.2254,,,0.0,54666.6667,47.5207,,1.0,0.0,,,
367,2012-12-31,AI FP Equity,49500.0,4.0,,,0.0406,1080000.0,4057500.0,,,0.0414,,0.1964,,,1.0,60500.0,52.0661,,1.0,0.0,,,
368,2013-12-31,AI FP Equity,50250.0,4.0,,9000.0,0.0436,1100000.0,4114800.0,,,0.0445,,0.2066,,,0.0,61700.0,54.5455,,1.0,0.0,,,
369,2014-12-31,AI FP Equity,50300.0,4.0,,9000.0,0.0427,1100000.0,3903600.0,,,0.0434,,0.2091,,,0.0,70300.0,50.0,,1.0,0.0,0.0,,
370,2015-12-31,AI FP Equity,51500.0,6.0,,9000.0,0.0378,1100000.0,4239450.0,,,0.0383,,0.1711,,,0.0,71000.0,56.1983,,1.0,0.0,0.0,,
371,2016-12-31,AI FP Equity,66700.0,4.0,,10000.0,0.0327,1175000.0,4235000.0,,,0.0331,,0.1362,,,0.0,78555.5556,57.0248,,1.0,0.0,0.0,,
372,2017-12-31,AI FP Equity,65200.0,4.0,,10000.0,0.0234,1275000.0,3418000.0,,,0.0236,,0.0991,,0.0,0.0,72597.5401,57.0248,,1.0,0.0,0.0,,
373,2018-12-31,AI FP Equity,66000.0,4.0,,10000.0,0.0217,1325000.0,3276000.0,,,0.022,,0.0936,,0.0,0.0,82298.9336,57.8512,,1.0,0.0,0.0,,
374,2019-12-31,AI FP Equity,67200.0,4.0,,10.0,0.0,1325.0,3331.0,,,0.022,,0.0001,,0.0,0.0,79619.6915,55.7851,,1.0,0.0,0.0,,
375,2005-12-31,ENGI FP Equity,52958.0,,,,,,,,,,,,,,,,21.4876,,,,0.0,,
376,2006-12-31,ENGI FP Equity,50244.0,,,,,,,,,,,,,,,,22.7273,,,,0.0,,
377,2007-12-31,ENGI FP Equity,47560.0,12.0,,,0.0046,327048.0,1264345.0,,,0.0046,,0.0243,,,0.0,,42.562,,,,0.0,,
378,2008-12-31,ENGI FP Equity,200000.0,6.0,,,0.0107,1902669.0,4468442.0,,,0.0107,,0.0679,,,2.0,,48.3471,,,,0.0,,
379,2009-12-31,ENGI FP Equity,200644.0,10.0,,,0.0105,1403227.0,5403088.0,,,0.0105,,0.0663,,,0.0,,49.5868,,,,0.0,,
380,2010-12-31,ENGI FP Equity,218350.0,10.0,,,0.0093,1405469.0,5346354.0,,,0.0094,,0.0603,,,0.0,,50.8264,,,,0.0,,
381,2011-12-31,ENGI FP Equity,218900.0,9.0,,,0.0083,1405469.0,4932619.0,,,0.0083,,0.0538,,,0.0,67584.4167,54.1322,,0.0,0.0,0.0,,
382,2012-12-31,ENGI FP Equity,219330.0,11.0,,,0.0068,1405079.0,4846107.0,,,0.0068,,0.0471,,,0.0,55609.7143,54.1322,,0.0,0.0,0.0,,
383,2013-12-31,ENGI FP Equity,147199.0,10.0,,4533.0,0.0067,1400000.0,4840000.0,,,0.0067,,0.0554,,,0.0,72641.6667,53.3058,,0.0,0.0,0.0,,
384,2014-12-31,ENGI FP Equity,152882.0,13.0,,4533.0,0.0067,1400000.0,3525032.0,,,0.0067,,0.048,,,1.0,82071.8889,52.0661,,0.0,0.0,0.0,,
385,2015-12-31,ENGI FP Equity,154935.0,7.0,,4533.0,0.005,1400000.0,3369830.0,,,0.005,,0.0369,,,0.0,70729.9167,52.8926,,0.0,0.0,0.0,,
386,2016-12-31,ENGI FP Equity,153090.0,8.0,,8109.0,0.0045,1443817.0,2242160.0,,,0.0045,,0.029,,,2.0,63974.2308,56.6116,,0.0,0.0,0.0,,
387,2017-12-31,ENGI FP Equity,155128.0,10.0,95.382,6012.0,0.004,1000000.0,1661187.0,0.0,1983.66,0.004,0.0,0.0233,0.0,0.0,0.0,75597.2069,55.3719,,0.0,0.0,0.0,,
388,2018-12-31,ENGI FP Equity,160301.0,11.0,98.365,6012.0,0.0046,1000000.0,1754530.0,0.0,9.793,0.0046,0.0,0.0244,0.0,0.0,0.0,93758.5252,56.6116,,0.0,0.0,0.0,,
389,2019-12-31,ENGI FP Equity,171103.0,7.0,95.775,6012.0,0.0039,1000000.0,1641760.0,0.0,2225.39,0.0039,0.0,0.0201,0.0,0.0,0.0,103977.2308,55.7851,,0.0,0.0,0.0,,
390,2005-12-31,SAN SM Equity,120047.0,11.0,,,,,,,,,,,,,,,,,,,,,
391,2006-12-31,SAN SM Equity,123731.0,12.0,,,,,,,,,,,,,,,32.0175,,,,,,
392,2007-12-31,SAN SM Equity,131819.0,13.0,,511000.0,0.285,3126000.0,24315000.0,,,,,0.5818,,,2.0,315550.2308,33.3333,,,,,,
393,2008-12-31,SAN SM Equity,170961.0,11.0,,608000.0,0.3466,3595000.0,25489000.0,,,,,0.3911,,0.0,1.0,316416.6667,34.6491,,,,,,
394,2009-12-31,SAN SM Equity,169460.0,11.0,,602000.0,0.2332,3703000.0,25783000.0,,,,,0.5305,,0.0,0.0,315000.0,48.6842,,,,,,
395,2010-12-31,SAN SM Equity,178869.0,11.0,,473000.0,0.1472,3703000.0,22670000.0,,,,,0.4325,,0.0,0.0,296923.0769,52.6316,,,,,,
396,2011-12-31,SAN SM Equity,193349.0,12.0,91.596,548000.0,0.1711,3703000.0,15738000.0,,4401.63,,,0.5045,,0.0,0.0,274583.3333,54.386,,0.0,0.0,,,
397,2012-12-31,SAN SM Equity,186763.0,11.0,93.505,740000.0,0.1131,3703000.0,12230000.0,,5417.03,,,0.3077,,0.0,0.0,212538.4615,54.386,,0.0,0.0,,,
398,2013-12-31,SAN SM Equity,182958.0,12.0,95.766,907000.0,0.0786,2834000.0,8415000.0,,6216.89,,,0.2178,,0.0,3.0,247272.7273,54.386,,0.0,0.0,,,
399,2014-12-31,SAN SM Equity,185405.0,13.0,97.761,348000.0,0.1105,2000000.0,10629000.0,,7761.89,,,0.3082,,0.0,3.0,289500.0,55.7018,,0.0,0.0,,,
